,Char,Team,Batting Pos.,Hits,At Bats,Singles,Doubles,Triples,Homeruns,Total Bases,RBIs,Walks Taken,Sac Flys,Plate Appearances,Steals,Runs,Big Plays,IP,Earned Runs,K's,Walks Pitched,Hits Allowed,Wins,Pitches,Star Pitches
635,Pianta(B) 1,Flatbread,5,1,4,0,0,0,1,4,3,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
636,Luigi 1,Flatbread,6,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
637,Dry Bones(B) 1,Flatbread,7,1,3,1,0,0,0,1,0,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
638,Toadette 1,Flatbread,8,1,2,1,0,0,0,1,0,0,0,2,0,1,1,0.0,0,0,0,0,0,0,0
639,Dry Bones(G) 1,Clutch1908,0,3,4,3,0,0,0,3,0,0,0,4,0,2,1,0.0,0,0,0,0,0,0,0
640,Bro(B) 1,Clutch1908,1,3,4,1,0,0,2,9,4,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
641,Luigi 1,Clutch1908,2,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
642,Toadette 1,Clutch1908,3,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
643,Toadsworth 1,Clutch1908,4,2,4,2,0,0,0,2,0,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
644,Toad(G) 1,Clutch1908,5,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
645,Peach 1,Clutch1908,6,2,3,1,1,0,0,3,0,0,0,3,0,0,0,7.0,9,5,0,14,0,67,0
646,Wario 1,Clutch1908,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
647,Waluigi 1,Clutch1908,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
648,Wario 1,Plovely,0,2,2,1,1,0,0,3,1,0,0,2,0,0,1,0.0,0,0,0,0,0,0,0
649,Boo 1,Plovely,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2.0,8,1,0,12,0,40,0
650,Pianta(B) 1,Plovely,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
651,Yoshi 1,Plovely,3,1,2,1,0,0,0,1,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
652,Yoshi 2,Plovely,4,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0,0,0,0,0,0,0
653,Luigi 1,Plovely,5,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0.0,0,0,0,0,0,0,0
654,Mario 1,Plovely,6,1,2,0,1,0,0,2,0,0,0,2,0,1,0,0.0,0,0,0,0,0,0,0
655,Toadsworth 1,Plovely,7,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0.0,0,0,0,0,0,0,0
656,Toad(R) 1,Plovely,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.666667,5,0,1,5,1,22,0
657,Noki(G) 1,Hellzhero,0,4,4,4,0,0,0,4,2,0,0,4,0,3,0,0.0,0,0,0,0,0,0,0
658,Magikoopa(R) 1,Hellzhero,1,2,4,1,0,0,1,5,3,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
659,Bro(B) 1,Hellzhero,2,1,3,0,0,0,1,4,3,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
660,Peach 1,Hellzhero,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
661,Daisy 1,Hellzhero,4,2,3,1,1,0,0,3,1,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
662,Daisy 2,Hellzhero,5,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
663,Toadette 1,Hellzhero,6,2,2,2,0,0,0,2,0,1,0,3,0,3,0,0.0,0,0,0,0,0,0,0
664,Koopa(R) 1,Hellzhero,7,3,3,1,1,0,1,7,2,0,0,3,0,3,0,4.0,1,2,1,4,0,46,0
665,Baby Mario 1,Hellzhero,8,3,3,3,0,0,0,3,2,0,0,3,0,2,0,0.0,0,0,0,0,0,0,0
666,Mario 1,MattGree,0,2,4,2,0,0,0,2,0,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
667,Bowser 1,MattGree,1,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
668,Bro(F) 1,MattGree,2,2,3,1,0,0,1,5,2,0,0,3,0,2,0,0.0,0,0,0,0,0,0,0
669,Magikoopa(Y) 1,MattGree,3,1,3,1,0,0,0,1,1,0,0,3,0,1,0,2.333333,1,1,1,1,0,14,0
670,Bowser Jr 1,MattGree,4,1,3,0,0,0,1,4,3,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
671,Waluigi 1,MattGree,5,1,3,1,0,0,0,1,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
672,Toad(R) 1,MattGree,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
673,Toad(B) 1,MattGree,7,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
674,Noki(B) 1,MattGree,8,1,3,1,0,0,0,1,0,0,0,3,0,0,0,3.666667,8,0,2,8,0,34,0
675,Paratroopa(G) 1,Baltor33,0,3,3,3,0,0,0,3,2,1,0,4,0,3,0,0.0,0,0,0,0,0,0,0
676,Bowser 1,Baltor33,1,2,4,0,1,0,1,6,4,0,0,4,0,1,0,5.0,0,2,0,2,0,20,0
677,Bro(H) 1,Baltor33,2,2,3,1,0,0,1,5,2,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
678,Waluigi 1,Baltor33,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
679,Daisy 1,Baltor33,4,1,3,1,0,0,0,1,0,0,0,3,0,1,0,2.0,6,1,0,7,0,21,0
680,Luigi 1,Baltor33,5,1,3,0,0,0,1,4,1,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
681,Monty 1,Baltor33,6,0,2,0,0,0,0,0,0,1,0,3,0,1,0,0.0,0,0,0,0,0,0,0
682,Shy Guy(R) 1,Baltor33,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
683,Dry Bones(R) 1,Baltor33,8,0,2,0,0,0,0,0,0,1,0,3,0,1,0,0.0,0,0,0,0,0,0,0
684,Paratroopa(G) 1,BennyOkay,0,2,3,2,0,0,0,2,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
685,King Boo 1,BennyOkay,1,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
686,Boo 1,BennyOkay,2,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
687,Noki(G) 1,BennyOkay,3,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0.0,0,0,0,0,0,0,0
688,Noki(R) 1,BennyOkay,4,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,2,0,0,3,0,4,0
689,Pianta(R) 1,BennyOkay,5,2,3,2,0,0,0,2,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
690,Dry Bones(Gy) 1,BennyOkay,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5.666667,8,3,0,14,0,67,0
691,Baby Luigi 1,BennyOkay,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
692,Goomba 1,BennyOkay,8,1,2,1,0,0,0,1,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0
693,Dry Bones(G) 1,Cezarito,0,2,4,2,0,0,0,2,0,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
694,Bowser 1,Cezarito,1,3,4,3,0,0,0,3,0,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
695,Magikoopa(G) 1,Cezarito,2,3,4,2,1,0,0,4,1,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
696,Bowser Jr 1,Cezarito,3,3,4,1,1,0,1,7,5,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
697,Bowser Jr 2,Cezarito,4,1,3,1,0,0,0,1,1,0,1,4,0,1,1,0.0,0,0,0,0,0,0,0
698,Birdo 1,Cezarito,5,2,4,2,0,0,0,2,1,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
699,Petey 1,Cezarito,6,3,4,0,3,0,0,6,2,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
700,Petey 2,Cezarito,7,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
701,Paragoomba 1,Cezarito,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,6.0,0,3,1,7,0,62,0
702,Mario 1,Faceman,0,1,4,0,1,0,0,2,2,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
703,Bro(F) 1,Faceman,1,0,3,0,0,0,0,0,1,0,1,4,0,0,0,0.0,0,0,0,0,0,0,0
704,Noki(R) 1,Faceman,2,3,4,3,0,0,0,3,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
705,Pianta(R) 1,Faceman,3,1,4,0,1,0,0,2,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
706,Toadsworth 1,Faceman,4,2,4,1,1,0,0,3,1,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
707,Peach 1,Faceman,5,1,4,0,0,0,1,4,3,0,0,4,0,1,0,7.0,3,4,3,12,1,65,0
708,Toad(G) 1,Faceman,6,2,4,2,0,0,0,2,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
709,Toadette 1,Faceman,7,3,4,3,0,0,0,3,0,0,0,4,0,2,1,0.0,0,0,0,0,0,0,0
710,Yoshi 1,Faceman,8,2,4,2,0,0,0,2,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
711,Noki(G) 1,Vickless,0,4,4,4,0,0,0,4,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
712,Petey 1,Vickless,1,0,3,0,0,0,0,0,0,1,0,4,0,0,0,0.0,0,0,0,0,0,0,0
713,Mario 1,Vickless,2,4,4,4,0,0,0,4,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
714,Luigi 1,Vickless,3,1,4,1,0,0,0,1,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
715,Daisy 1,Vickless,4,0,3,0,0,0,0,0,1,1,0,4,0,1,0,0.666667,0,0,0,1,0,5,0
716,Paratroopa(G) 1,Vickless,5,2,4,2,0,0,0,2,2,0,0,4,0,1,0,6.333333,9,3,0,14,0,86,1
717,Yoshi 1,Vickless,6,0,4,0,0,0,0,0,0,0,0,4,0,0,2,0.0,0,0,0,0,0,0,0
718,Birdo 1,Vickless,7,1,4,1,0,0,0,1,0,0,0,4,0,0,2,0.0,0,0,0,0,0,0,0
719,Shy Guy(B) 1,Vickless,8,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0.0,0,0,0,0,0,0,0
720,Noki(G) 1,Hellzhero,0,4,4,4,0,0,0,4,0,0,0,4,0,4,0,0.0,0,0,0,0,0,0,0
721,Magikoopa(R) 1,Hellzhero,1,2,4,2,0,0,0,2,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
722,Bro(B) 1,Hellzhero,2,2,4,2,0,0,0,2,1,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
723,Peach 1,Hellzhero,3,3,4,3,0,0,0,3,2,0,0,4,0,0,0,2.0,8,0,0,10,0,41,0
724,Daisy 1,Hellzhero,4,0,4,0,0,0,0,0,0,0,0,4,0,0,2,0.0,0,0,0,0,0,0,0
725,Daisy 2,Hellzhero,5,2,3,0,0,0,2,8,2,0,0,3,0,2,0,0.0,0,0,0,0,0,0,0
726,Toadette 1,Hellzhero,6,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
727,Toad(Y) 1,Hellzhero,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4.0,4,0,2,9,0,64,0
728,Baby Mario 1,Hellzhero,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
729,Mario 1,Faceman,0,1,5,1,0,0,0,1,0,0,0,5,0,0,1,0.0,0,0,0,0,0,0,0
730,Bro(F) 1,Faceman,1,3,4,2,1,0,0,4,0,1,0,5,0,1,0,0.0,0,0,0,0,0,0,0
731,Noki(R) 1,Faceman,2,2,5,2,0,0,0,2,0,0,0,5,0,2,2,0.0,0,0,0,0,0,0,0
732,Pianta(R) 1,Faceman,3,3,4,1,1,0,1,7,3,0,0,4,0,3,0,0.0,0,0,0,0,0,0,0
733,Toadsworth 1,Faceman,4,3,4,3,0,0,0,3,1,0,0,4,0,3,0,7.0,5,4,0,13,0,85,2
734,Peach 1,Faceman,5,4,4,1,2,0,1,9,5,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
735,Toad(G) 1,Faceman,6,1,3,0,0,1,0,3,2,1,0,4,0,1,0,0.0,0,0,0,0,0,0,0
736,Toadette 1,Faceman,7,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
737,Yoshi 1,Faceman,8,2,4,2,0,0,0,2,1,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
738,Noki(G) 1,Vickless,0,2,4,2,0,0,0,2,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
739,Petey 1,Vickless,1,1,4,0,0,0,1,4,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
740,Yoshi 1,Vickless,2,1,4,1,0,0,0,1,0,0,0,4,0,0,2,0.0,0,0,0,0,0,0,0
741,Mario 1,Vickless,3,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
742,Luigi 1,Vickless,4,1,3,1,0,0,0,1,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
743,Daisy 1,Vickless,5,2,3,1,1,0,0,3,0,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
744,Luigi 2,Vickless,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
745,Paratroopa(G) 1,Vickless,7,2,3,1,0,0,1,5,2,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
746,Koopa(R) 1,Vickless,8,1,3,1,0,0,0,1,0,0,0,3,0,0,0,7.0,1,5,0,9,1,87,0
747,Magikoopa(B) 1,Flatbread,0,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
748,Magikoopa(G) 1,Flatbread,1,3,4,2,1,0,0,4,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
749,Bowser Jr 1,Flatbread,2,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
750,Pianta(Y) 1,Flatbread,3,1,3,0,0,0,1,4,1,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
751,Birdo 1,Flatbread,4,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
752,Birdo 2,Flatbread,5,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
753,Shy Guy(B) 1,Flatbread,6,2,3,1,1,0,0,3,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,0
754,Toadette 1,Flatbread,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
755,Toad(P) 1,Flatbread,8,1,3,1,0,0,0,1,0,0,0,3,0,0,0,7.0,3,6,0,10,0,65,1
756,Magikoopa(R) 1,Balamb,0,1,4,1,0,0,0,1,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
757,Boo 1,Balamb,1,2,4,1,0,0,1,5,1,0,0,4,0,2,0,7.0,3,7,1,9,1,75,0
758,Wario 1,Balamb,2,1,4,0,0,0,1,4,2,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
759,Wario 2,Balamb,3,2,4,0,2,0,0,4,1,0,0,4,0,0,1,0.0,0,0,0,0,0,0,0
760,Dry Bones(G) 1,Balamb,4,1,3,1,0,0,0,1,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
761,Bowser 1,Balamb,5,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
762,Bowser Jr 1,Balamb,6,2,3,1,1,0,0,3,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
763,Daisy 1,Balamb,7,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
764,Daisy 2,Balamb,8,1,3,0,0,0,1,4,3,0,0,3,0,1,1,0.0,0,0,0,0,0,0,0
765,Mario 1,MattGree,0,2,4,1,1,0,0,3,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
766,Bowser 1,MattGree,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
767,Bro(F) 1,MattGree,2,2,3,1,0,0,1,5,2,0,0,3,0,2,0,0.0,0,0,0,0,0,0,0
768,Magikoopa(Y) 1,MattGree,3,1,3,1,0,0,0,1,0,0,0,3,0,0,1,0.0,0,0,0,0,0,0,0
769,Bowser Jr 1,MattGree,4,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
770,Waluigi 1,MattGree,5,1,3,1,0,0,0,1,1,0,0,3,0,0,0,7.0,7,6,0,11,0,78,0
771,Noki(B) 1,MattGree,6,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
772,Toad(B) 1,MattGree,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
773,Toad(R) 1,MattGree,8,1,2,0,1,0,0,2,0,1,0,3,0,1,0,0.0,0,0,0,0,0,0,0
774,Paratroopa(G) 1,BennyOkay,0,3,4,3,0,0,0,3,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
775,King Boo 1,BennyOkay,1,1,4,1,0,0,0,1,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
776,Boo 1,BennyOkay,2,1,4,1,0,0,0,1,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
777,Noki(G) 1,BennyOkay,3,3,4,3,0,0,0,3,0,0,0,4,0,3,0,0.0,0,0,0,0,0,0,0
778,Pianta(R) 1,BennyOkay,4,4,4,0,0,1,3,15,9,0,0,4,0,3,1,0.0,0,0,0,0,0,0,0
779,Noki(R) 1,BennyOkay,5,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.666667,1,0,0,1,0,4,0
780,Dry Bones(Gy) 1,BennyOkay,6,0,4,0,0,0,0,0,0,0,0,4,0,0,1,1.666667,9,2,0,11,0,30,0
781,Baby Luigi 1,BennyOkay,7,2,4,2,0,0,0,2,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
782,Goomba 1,BennyOkay,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3.666667,7,3,0,9,0,35,0
783,Magikoopa(B) 1,Flatbread,0,4,5,2,1,0,1,8,3,0,0,5,0,4,0,0.0,0,0,0,0,0,0,0
784,Magikoopa(G) 1,Flatbread,1,4,5,2,0,0,2,10,3,0,0,5,0,4,0,0.0,0,0,0,0,0,0,0
785,Bowser Jr 1,Flatbread,2,3,5,0,2,0,1,8,4,0,0,5,0,2,0,0.0,0,0,0,0,0,0,0
786,Pianta(B) 1,Flatbread,3,1,4,1,0,0,0,1,0,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
787,Pianta(Y) 1,Flatbread,4,4,4,2,1,0,1,8,3,0,0,4,0,2,0,5.666667,9,6,0,15,0,69,0
788,Luigi 1,Flatbread,5,1,4,1,0,0,0,1,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
789,Toadette 1,Flatbread,6,2,4,1,0,1,0,4,1,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
790,Toad(P) 1,Flatbread,7,1,4,0,0,0,1,4,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
791,Dry Bones(B) 1,Flatbread,8,1,4,1,0,0,0,1,1,0,0,4,0,1,0,1.0,0,0,0,0,0,7,1
792,Birdo 1,Nuche,0,3,4,2,1,0,0,4,1,0,0,4,0,2,3,0.0,0,0,0,0,0,0,0
793,Petey 1,Nuche,1,1,4,1,0,0,0,1,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
794,DK 1,Nuche,2,2,4,0,0,0,2,8,5,0,0,4,0,2,0,6.666667,7,10,0,15,0,93,0
795,Toadsworth 1,Nuche,3,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
796,Peach 1,Nuche,4,1,4,1,0,0,0,1,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
797,Mario 1,Nuche,5,1,4,1,0,0,0,1,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
798,Paratroopa(R) 1,Nuche,6,1,4,0,1,0,0,2,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
799,Monty 1,Nuche,7,1,3,0,1,0,0,2,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
800,Shy Guy(Bk) 1,Nuche,8,2,3,0,2,0,0,4,2,0,0,3,0,1,1,0.0,1,0,1,1,0,8,0
801,Dry Bones(G) 1,Clutch1908,0,3,4,3,0,0,0,3,1,0,0,4,0,1,1,0.0,0,0,0,0,0,0,0
802,Bro(B) 1,Clutch1908,1,2,4,1,0,0,1,5,3,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
803,Luigi 1,Clutch1908,2,2,4,0,1,0,1,6,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
804,Toadette 1,Clutch1908,3,2,4,2,0,0,0,2,0,0,0,4,1,0,1,0.0,0,0,0,0,0,0,0
805,Toadsworth 1,Clutch1908,4,1,4,1,0,0,0,1,0,0,0,4,0,0,0,3.333333,0,3,0,3,0,27,0
806,Toad(G) 1,Clutch1908,5,2,4,0,0,0,2,8,2,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
807,Peach 1,Clutch1908,6,2,4,1,0,0,1,5,1,0,0,4,0,1,0,3.666667,9,4,0,10,0,56,0
808,Wario 1,Clutch1908,7,0,3,0,0,0,0,0,0,1,0,4,0,0,1,0.0,0,0,0,0,0,0,0
809,Waluigi 1,Clutch1908,8,2,3,1,1,0,0,3,0,0,0,3,0,2,0,0.0,0,0,0,0,0,0,0
810,Paratroopa(G) 1,BennyOkay,0,1,4,1,0,0,0,1,1,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
811,King Boo 1,BennyOkay,1,3,4,1,2,0,0,5,1,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
812,Boo 1,BennyOkay,2,1,4,0,1,0,0,2,0,0,0,4,0,1,0,6.666667,4,8,0,10,1,86,0
813,Toadsworth 1,BennyOkay,3,3,4,3,0,0,0,3,1,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
814,Noki(R) 1,BennyOkay,4,2,4,2,0,0,0,2,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
815,Pianta(R) 1,BennyOkay,5,1,4,0,1,0,0,2,2,0,0,4,0,1,3,0.0,0,0,0,0,0,0,0
816,Dry Bones(Gy) 1,BennyOkay,6,2,4,1,1,0,0,3,2,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
817,Baby Luigi 1,BennyOkay,7,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
818,Goomba 1,BennyOkay,8,1,3,1,0,0,0,1,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
819,Magikoopa(B) 1,Balamb,0,2,4,1,1,0,0,3,0,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
820,Boo 1,Balamb,1,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
821,Magikoopa(R) 1,Balamb,2,2,4,2,0,0,0,2,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
822,Wario 1,Balamb,3,1,3,0,0,0,1,4,2,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
823,Wario 2,Balamb,4,1,3,0,1,0,0,2,1,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
824,Daisy 1,Balamb,5,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
825,Daisy 2,Balamb,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
826,Daisy 3,Balamb,7,2,3,2,0,0,0,2,0,0,0,3,0,0,0,4.333333,0,1,0,2,0,41,0
827,Shy Guy(Y) 1,Balamb,8,1,3,1,0,0,0,1,0,0,0,3,0,0,0,2.666667,7,1,0,12,0,46,0
828,Paratroopa(G) 1,Baltor33,0,4,4,4,0,0,0,4,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
829,Bowser 1,Baltor33,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0,1.0,7,0,0,9,0,23,0
830,Bro(H) 1,Baltor33,2,0,4,0,0,0,0,0,0,0,0,4,0,0,0,5.0,5,4,0,10,0,57,0
831,Waluigi 1,Baltor33,3,1,4,1,0,0,0,1,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
832,Daisy 1,Baltor33,4,2,4,2,0,0,0,2,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
833,Luigi 1,Baltor33,5,3,4,0,0,0,3,12,5,0,0,4,0,3,0,0.0,0,0,0,0,0,0,0
834,Monty 1,Baltor33,6,1,4,1,0,0,0,1,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
835,Shy Guy(R) 1,Baltor33,7,1,4,0,0,0,1,4,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
836,Dry Bones(R) 1,Baltor33,8,3,4,2,0,0,1,6,1,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
837,Waluigi 1,Super63,0,3,4,1,1,0,1,7,2,0,0,4,0,3,0,0.0,0,0,0,0,0,0,0
838,Noki(G) 1,Super63,1,4,4,2,2,0,0,6,2,0,0,4,0,2,0,0.0,0,0,0,0,0,0,0
839,King Boo 1,Super63,2,2,4,1,1,0,0,3,3,0,0,4,0,1,0,2.666667,4,1,0,7,0,39,0
840,Birdo 1,Super63,3,1,4,0,1,0,0,2,1,0,0,4,0,1,3,0.0,0,0,0,0,0,0,0
841,Shy Guy(Bk) 1,Super63,4,3,4,3,0,0,0,3,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
842,Mario 1,Super63,5,1,4,1,0,0,0,1,1,0,0,4,0,0,0,0.0,0,0,0,0,0,0,0
843,Diddy 1,Super63,6,1,4,0,1,0,0,2,0,0,0,4,0,1,0,0.0,0,0,0,0,0,0,0
844,Dixie 1,Super63,7,1,3,1,0,0,0,1,0,0,0,3,0,1,0,4.333333,3,5,0,8,0,62,0
845,Toad(P) 1,Super63,8,3,3,2,0,0,1,6,3,0,0,3,0,2,0,0.0,0,0,0,0,0,0,0
846,Dry Bones(G) 1,Bmills,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
847,Bowser 1,Bmills,1,1,3,1,0,0,0,1,0,0,0,3,0,1,0,0.0,0,0,0,0,0,0,0
848,Magikoopa(Y) 1,Bmills,2,1,3,1,0,0,0,1,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,0
849,Boo 1,Bmills,3,1,3,0,0,0,1,4,2,0,0,3,0,1,0,3.0,8,1,1,11,0,44,0
